FID,Station_name,CITY,STATE
4738,TRIGG COUNTY SHERIFFS OFFICE,CADIZ,KY
4739,ALLEN COUNTY SHERIFFS DEPARTMENT,FORT WAYNE,IN
4740,HOPKINSVILLE POLICE DEPARTMENT,HOPKINSVILLE,KY
4741,SCHOOLCRAFT POLICE DEPARTMENT,SCHOOLCRAFT,MI
4742,SCOTT COUNTY SHERIFFS OFFICE,GEORGETOWN,KY
4743,KALKASKA POLICE DEPARTMENT,KALKASKA,MI
4744,PORTAGE POLICE DEPARTMENT,PORTAGE,MI
4745,LEBANON POLICE DEPARTMENT,LEBANON,KY
4746,THETFORD TOWNSHIP POLICE DEPARTMENT,CLIO,MI
4747,MURRAY STATE UNIVERSITY POLICE,MURRAY,KY
4748,CALLOWAY COUNTY SHERIFFS OFFICE,MURRAY,KY
4749,CATLETTSBURG POLICE DEPARTMENT,CATLETTSBURG,KY
4750,MANISTIQUE DEPARTMENT OF PUBLIC SAFETY,MANISTIQUE,MI
4751,ESTILL COUNTY SHERIFFS OFFICE,IRVINE,KY
4752,MASON COUNTY SHERIFFS OFFICE,MAYSVILLE,KY
4753,DE KALB COUNTY SHERIFFS DEPARTMENT  ,AUBURN,IN
4754,CONCORD POLICE DEPARTMENT,CONCORD,MI
4755,JACKSON POLICE DEPARTMENT,JACKSON,MI
4756,WYOMING POLICE DEPARTMENT,WYOMING,MI
4757,PRINCETON POLICE DEPARTMENT,PRINCETON,KY
4758,OTTAWA POLICE DEPARTMENT,OTTAWA,KS
4759,CAMPBELL COUNTY POLICE DEPARTMENT,ALEXANDRIA,KY
4760,ATWOOD POLICE DEPARTMENT,ATWOOD,KS
4761,FORT THOMAS POLICE DEPARTMENT,FORT THOMAS,KY
4762,FORT WRIGHT POLICE DEPARTMENT,COVINGTON,KY
4763,EUDORA POLICE DEPARTMENT,EUDORA,KS
4764,GREAT BEND POLICE DEPARTMENT,GREAT BEND,KS
4765,COLDWATER POLICE DEPARTMENT,COLDWATER,KS
4766,INDEPENDENCE POLICE DEPARTMENT,INDEPENDENCE,KY
4767,RUSSELL POLICE DEPARTMENT,RUSSELL,KY
4768,CHANUTE POLICE DEPARTMENT,CHANUTE,KS
4769,MILAN POLICE DEPARTMENT,MILAN,MI
4770,MEADE POLICE DEPARTMENT,MEADE,KS
4771,OLATHE POLICE DEPARTMENT,OLATHE,KS
4772,OWEN COUNTY SHERIFFS DEPARTMENT,OWENTON,KY
4773,FALMOUTH POLICE DEPARTMENT,FALMOUTH,KY
4774,NAPOLEON TOWNSHIP POLICE DEPARTMENT,NAPOLEON,MI
4775,GLENARDEN POLICE STATION,GLENARDEN,MD
4776,BIG RAPIDS DEPARTMENT OF PUBLIC SAFETY,BIG RAPIDS,MI
4777,ISHPEMING TOWNSHIP POLICE DEPARTMENT,ISHPEMING,MI
4778,TOPSHAM POLICE DEPARTMENT,TOPSHAM,ME
4779,PRESTONSBURG POLICE DEPARTMENT,PRESTONSBURG,KY
4780,BARDSTOWN POLICE DEPARTMENT,BARDSTOWN,KY
4781,EDGEWOOD POLICE DEPARTMENT,ANDERSON,IN
4782,PRATT POLICE DEPARTMENT,PRATT,KS
4783,LIMESTONE POLICE DEPARTMENT,LIMESTONE,ME
4784,KEEGO HARBOR POLICE DEPARTMENT,KEEGO HARBOR,MI
4785,UNIONTOWN CITY POLICE DEPARTMENT,UNIONTOWN,KY
4786,PECK POLICE DEPARTMENT,PECK,MI
4787,LIVERMORE FALLS POLICE DEPARTMENT,LIVERMORE FALLS,ME
4788,LAKE ANGELUS POLICE DEPARTMENT,LAKE ANGELUS,MI
4789,JEFFERSONTOWN CITY POLICE DEPARTMENT,LOUISVILLE,KY
4790,SCARBOROUGH POLICE DEPARTMENT,SCARBOROUGH,ME
4791,YARMOUTH POLICE DEPARTMENT,YARMOUTH,ME
4792,WINDHAM POLICE DEPARTMENT,WINDHAM,ME
4793,GREENVILLE POLICE DEPARTMENT,GREENVILLE,KY
4794,COVINGTON POLICE DEPARTMENT,COVINGTON,KY
4795,SOMERSET POLICE DEPARTMENT,SOMERSET,KY
4796,MUSKEGON HEIGHTS POLICE DEPARTMENT,MUSKEGON HEIGHTS,MI
4797,LA GRANGE POLICE DEPARTMENT,LA GRANGE,KY
4798,BASEHOR POLICE DEPARTMENT,BASEHOR,KS
4799,PARK CITY POLICE DEPARTMENT,PARK CITY,KS
4800,BURGIN POLICE DEPARTMENT,BURGIN,KY
4801,NICHOLASVILLE POLICE DEPARTMENT,NICHOLASVILLE,KY
4802,NEWAYGO COUNTY SHERIFFS OFFICE,WHITE CLOUD,MI
4803,CLAWSON POLICE DEPARTMENT,CLAWSON,MI
4804,ROYAL OAK POLICE DEPARTMENT,ROYAL OAK,MI
4805,MADISON HEIGHTS POLICE DEPARTMENT,MADISON HEIGHTS,MI
4806,CHRISTIAN COUNTY SHERIFFS OFFICE,HOPKINSVILLE,KY
4807,KENTON COUNTY SHERIFFS DEPARTMENT,COVINGTON,KY
4808,TUSCARORA TOWNSHIP POLICE DEPARTMENT,INDIAN RIVER,MI
4809,COLUMBIA TOWNSHIP POLICE DEPARTMENT,BROOKLYN,MI
4810,DELAWARE COUNTY SHERIFF  ,MUNCIE,IN
4811,GUTHRIE POLICE DEPARTMENT,GUTHRIE,KY
4812,BEAVER DAM POLICE DEPARTMENT,BEAVER DAM,KY
4813,GERMANTOWN POLICE DEPARTMENT,GERMANTOWN,IL
4814,NORMAL POLICE DEPARTMENT,NORMAL,IL
4815,SHELBYVILLE POLICE DEPARTMENT,SHELBYVILLE,IL
4816,RATHDRUM POLICE DEPARTMENT,RATHDRUM,ID
4817,CANTON PARK  ,CANTON,IL
4818,BROWN COUNTY SHERIFFS OFFICE,MOUNT STERLING,IL
4819,YORKVILLE POLICE DEPARTMENT,YORKVILLE,IL
4820,WENONA POLICE DEPARTMENT,WENONA,IL
4821,MARION POLICE DEPARTMENT,MARION,IN
4822,ADDISON POLICE DEPARTMENT,ADDISON,IL
4823,ALTON POLICE DEPARTMENT  ,ALTON,IL
4824,OAKBROOK TERRACE POLICE DEPARTMENT,OAKBROOK TERRACE,IL
4825,RICHTON PARK POLICE DEPARTMENT,RICHTON PARK,IL
4826,WATERLOO POLICE DEPARTMENT,WATERLOO,IL
4827,UNION COUNTY SHERIFF,JONESBORO,IL
4828,ZEIGLER POLICE DEPARTMENT,ZEIGLER,IL
4829,TINLEY PARK POLICE DEPARTMENT,TINLEY PARK,IL
4830,WESTMONT POLICE DEPARTMENT,WESTMONT,IL
4831,RANTOUL POLICE DEPARTMENT,RANTOUL,IL
4832,CHICAGO RIDGE POLICE DEPARTMENT,CHICAGO RIDGE,IL
4833,FOREST VIEW POLICE DEPARTMENT,FOREST VIEW,IL
4834,HOFFMAN ESTATES POLICE DEPARTMENT,HOFFMAN ESTATES,IL
4835,COLUMBIA POLICE DEPARTMENT,COLUMBIA,IL
4836,JEROME POLICE DEPARTMENT,SPRINGFIELD,IL
4837,LA GRANGE PARK POLICE DEPARTMENT,LA GRANGE PARK,IL
4838,WILMINGTON POLICE DEPARTMENT,WILMINGTON,IL
4839,PRAIRIE DU ROCHER POLICE DEPARTMENT,PRAIRIE DU ROCHER,IL
4840,CARLYLE POLICE DEPARTMENT,CARLYLE,IL
4841,TRENTON POLICE DEPARTMENT,TRENTON,IL
4842,ASSUMPTION POLICE DEPARTMENT,ASSUMPTION,IL
4843,ELKVILLE POLICE DEPARTMENT,ELKVILLE,IL
4844,CARTERVILLE POLICE DEPARTMENT,CARTERVILLE,IL
4845,GREENUP POLICE DEPARTMENT,GREENUP,IL
4846,RAMSEY POLICE DEPARTMENT,RAMSEY,IL
4847,WARREN POLICE DEPARTMENT,WARREN,IN
4848,HIGHLAND POLICE DEPARTMENT,HIGHLAND,IL
4849,HARPER WOODS POLICE DEPARTMENT,HARPER WOODS,MI
4850,ROUND LAKE BEACH POLICE DEPARTMENT,ROUND LAKE BEACH,IL
4851,ROUND LAKE PARK POLICE DEPARTMENT,ROUND LAKE PARK,IL
4852,HIGHLAND PARK POLICE DEPARTMENT,HIGHLAND PARK,IL
4853,LA SALLE POLICE DEPARTMENT,LASALLE,IL
4854,STREATOR POLICE DEPARTMENT,STREATOR,IL
4855,SOUTH ELGIN POLICE DEPARTMENT,SOUTH ELGIN,IL
4856,ARLINGTON HEIGHTS POLICE DEPARTMENT,ARLINGTON HEIGHTS,IL
4857,OAK BROOK POLICE DEPARTMENT,OAK BROOK,IL
4858,LANARK POLICE DEPARTMENT,LANARK,IL
4859,RIVER FOREST POLICE DEPARTMENT,RIVER FOREST,IL
4860,WINNETKA POLICE DEPARTMENT,WINNETKA,IL
4861,SOUTH BARRINGTON POLICE DEPARTMENT,SOUTH BARRINGTON,IL
4862,CALUMET CITY POLICE DEPARTMENT,CALUMET CITY,IL
4863,PALATINE POLICE DEPARTMENT,PALATINE,IL
4864,ROBBINS POLICE DEPARTMENT,ROBBINS,IL
4865,HINCKLEY POLICE DEPARTMENT,HINCKLEY,IL
4866,KENILWORTH POLICE DEPARTMENT,KENILWORTH,IL
4867,RIVER GROVE POLICE DEPARTMENT,RIVER GROVE,IL
4868,BUFFALO-MECHANICSBURG POLICE DEPARTMENT,BUFFALO,IL
4869,GARRETT COUNTY SHERIFFS DEPARTMENT  ,OAKLAND,MD
4870,WAYNE POLICE DEPARTMENT,WAYNE,MI
4871,ROLLA POLICE DEPARTMENT,ROLLA,KS
4872,BUTLER POLICE DEPARTMENT,BUTLER,KY
4873,CITY OF CLAY POLICE DEPARTMENT,CLAY,KY
4874,WHEELWRIGHT POLICE DEPARTMENT,WHEELWRIGHT,KY
4875,PARIS POLICE DEPARTMENT,SOUTH PARIS,ME
4876,GRANVILLE POLICE DEPARTMENT,GRANVILLE,IL
4877,CHELSEA POLICE DEPARTMENT,CHELSEA,MI
4878,GALATIA POLICE DEPARTMENT,GALATIA,IL
4879,GAMALIEL POLICE DEPARTMENT,GAMALIEL,KY
4880,TEUTOPOLIS POLICE DEPARTMENT,TEUTOPOLIS,IL
4881,LONG BEACH POLICE DEPARTMENT,LONG BEACH,IN
4882,KANSAS POLICE DEPARTMENT,KANSAS,IL
4883,NEW CHICAGO POLICE DEPARTMENT,HOBART,IN
4884,CAWKER CITY POLICE DEPARTMENT,CAWKER CITY,KS
4885,LYONS POLICE DEPARTMENT,LYONS,KS
4886,LAWRENCEBURG POLICE DEPARTMENT,LAWRENCEBURG,KY
4887,CROFTON POLICE DEPARTMENT,CROFTON,MD
4888,SCHOOLCRAFT COUNTY SHERIFFS OFFICE  ,MANISTIQUE,MI
4889,CANTON TOWNSHIP DEPARTMENT OF PUBLIC SAFETY,CANTON TOWNSHIP,MI
4890,CONWAY SPRINGS POLICE DEPARTMENT,CONWAY SPRINGS,KS
4891,LAWRENCE POLICE DEPARTMENT,LAWRENCE,IN
4892,LEBO POLICE DEPARTMENT,LEBO,KS
4893,WINDFALL TOWN MARSHAL,WINDFALL,IN
4894,FAYETTE COUNTY PUBLIC SCHOOLS SECURITY,LEXINGTON,KY
4895,DAVISON TOWNSHIP POLICE DEPARTMENT,DAVISON,MI
4896,CREAL SPRINGS POLICE DEPARTMENT,CREAL SPRINGS,IL
4897,COBDEN POLICE DEPARTMENT,COBDEN,IL
4898,GRAND LEDGE POLICE DEPARTMENT,GRAND LEDGE,MI
4899,ARGENTINE TOWNSHIP POLICE DEPARTMENT,LINDEN,MI
4900,BUCHANAN POLICE DEPARTMENT,BUCHANAN,MI
4901,TREMONT POLICE DEPARTMENT,TREMONT,IL
4902,CASCADE POLICE DEPARTMENT,CASCADE,ID
4903,BARRINGTON-INVERNESS POLICE DEPARTMENT HEADQUARTERS,BARRINGTON,IL
4904,BROWNSBURG POLICE DEPARTMENT,BROWNSBURG,IN
4905,GEM COUNTY SHERIFFS OFFICE,EMMETT,ID
4906,MARION COUNTY SHERIFF  ,SALEM,IL
4907,DEKALB COUNTY SHERIFF  ,SYCAMORE,IL
4908,HOWARD COUNTY POLICE DEPARTMENT  ,ELLICOTT,MD
4909,LAKE COUNTY SHERIFFS OFFICE  ,WAUKEGAN,IL
4910,HENRY COUNTY SHERIFFS OFFICE  ,CAMBRIDGE,IL
4911,ROCK ISLAND COUNTY SHERIFFS OFFICE  ,ROCK ISLAND,IL
4912,POPE COUNTY SHERIFFS DEPARTMENT  ,GOLCONDA,IL
4913,GOSPORT POLICE DEPARTMENT,GOSPORT,IN
4914,BURNS HARBOR POLICE DEPARTMENT,BURNS HARBOR,IN
4915,HUNTINGTON POLICE DEPARTMENT,HUNTINGTON,IN
4916,CITY COLLEGE OF CHICAGO  ,CHICAGO,IL
4917,WOLCOTT VILLAGE POLICE DEPARTMENT,WOLCOTT,NY
4918,FORT LAWN POLICE DEPARTMENT,FORT LAWN,SC
4919,LYNCHBURG POLICE DEPARTMENT,LYNCHBURG,SC
4920,SUMMERVILLE POLICE DEPARTMENT HEADQUARTERS,SUMMERVILLE,SC
4921,IOWA STATE PATROL  ,MASON CITY,IA
4922,FOREST ACRES POLICE DEPARTMENT,FOREST ACRES,SC
4923,BLACKSBURG POLICE DEPARTMENT,BLACKSBURG,SC
4924,FAIRFAX POLICE DEPARTMENT,FAIRFAX,SC
4925,GAFFNEY POLICE DEPARTMENT,GAFFNEY,SC
4926,PAGELAND POLICE DEPARTMENT,PAGELAND,SC
4927,NORTH AUGUSTA DEPARTMENT OF PUBLIC SAFETY STATION 1,NORTH AUGUSTA,SC
4928,GREENVILLE POLICE DEPARTMENT,GREENVILLE,SC
4929,SOCIETY HILL POLICE DEPARTMENT,SOCIETY HILL,SC
4930,SAINT GEORGE POLICE DEPARTMENT,SAINT GEORGE,SC
4931,LAMAR POLICE DEPARTMENT,LAMAR,SC
4932,BAMBERG POLICE DEPARTMENT,BAMBERG,SC
4933,ESTILL POLICE DEPARTMENT,ESTILL,SC
4934,PELION POLICE DEPARTMENT,PELION,SC
4935,AYNOR POLICE DEPARTMENT,AYNOR,SC
4936,FLORENCE POLICE DEPARTMENT,FLORENCE,SC
4937,CAMDEN POLICE DEPARTMENT,CAMDEN,SC
4938,SPRINGDALE POLICE DEPARTMENT,WEST COLUMBIA,SC
4939,SOUTH CONGAREE POLICE DEPARTMENT,WEST COLUMBIA,SC
4940,JONESVILLE POLICE DEPARTMENT,JONESVILLE,SC
4941,CAMPOBELLO POLICE DEPARTMENT,CAMPOBELLO,SC
4942,NORTH POLICE DEPARTMENT,NORTH,SC
4943,BOWMAN POLICE DEPARTMENT,BOWMAN,SC
4944,LEXINGTON POLICE DEPARTMENT,LEXINGTON,SC
4945,HANAHAN POLICE DEPARTMENT HEADQUARTERS,HANAHAN,SC
4946,WEST COLUMBIA POLICE DEPARTMENT,WEST COLUMBIA,SC
4947,CONWAY POLICE DEPARTMENT,CONWAY,SC
4948,WALNUT POLICE DEPARTMENT,WALNUT,MS
4949,WEBB POLICE DEPARTMENT,WEBB,MS
4950,LULA TOWN MARSHAL,LULA,MS
4951,ROSEDALE POLICE DEPARTMENT,ROSEDALE,MS
4952,QUITMAN POLICE DEPARTMENT,QUITMAN,MS
4953,ACKERMAN POLICE DEPARTMENT,ACKERMAN,MS
4954,LUMBERTON POLICE DEPARTMENT,LUMBERTON,MS
4955,WESSON POLICE DEPARTMENT,WESSON,MS
4956,DEKALB POLICE DEPARTMENT,DEKALB,MS
4957,ELLISVILLE POLICE DEPARTMENT,ELLISVILLE,MS
4958,JONES COUNTY SHERIFFS DEPARTMENT,LAUREL,MS
4959,PASCAGOULA POLICE DEPARTMENT,PASCAGOULA,MS
4960,SANDERSVILLE POLICE DEPARTMENT,SANDERSVILLE,MS
4961,TCHULA POLICE DEPARTMENT,TCHULA,MS
4962,RAYMOND POLICE DEPARTMENT,RAYMOND,MS
4963,MERIDIAN POLICE DEPARTMENT,MERIDIAN,MS
4964,OLIVE BRANCH POLICE DEPARTMENT,OLIVE BRANCH,MS
4965,LIBERTY POLICE DEPARTMENT,LIBERTY,MS
4966,GRENADA POLICE DEPARTMENT,GRENADA,MS
4967,BUDE POLICE DEPARTMENT,BUDE,MS
4968,LEAKESVILLE POLICE DEPARTMENT,LEAKESVILLE,MS
4969,NORTH CARROLLTON POLICE DEPARTMENT,NORTH CARROLLTON,MS
4970,CALHOUN CITY POLICE DEPARTMENT,CALHOUN CITY,MS
4971,MOUNT OLIVE POLICE DEPARTMENT,MOUNT OLIVE,MS
4972,DURANT POLICE DEPARTMENT,DURANT,MS
4973,RICHLAND POLICE DEPARTMENT,RICHLAND,MS
4974,CALEDONIA TOWN MARSHAL,CALEDONIA,MS
4975,CENTREVILLE POLICE DEPARTMENT,CENTREVILLE,MS
4976,COMO POLICE DEPARTMENT,COMO,MS
4977,YAZOO CITY POLICE DEPARTMENT,YAZOO CITY,MS
4978,MCCOMB POLICE DEPARTMENT,MCCOMB,MS
4979,PEARL POLICE DEPARTMENT,PEARL,MS
4980,GREENVILLE POLICE DEPARTMENT  ,GREENVILLE,MS
4981,PICAYUNE POLICE DEPARTMENT,PICAYUNE,MS
4982,MAGNOLIA POLICE DEPARTMENT,MAGNOLIA,MS
4983,BROOKHAVEN POLICE DEPARTMENT,BROOKHAVEN,MS
4984,COLUMBIA POLICE DEPARTMENT,COLUMBIA,MS
4985,NEW AUGUSTA POLICE DEPARTMENT,NEW AUGUSTA,MS
4986,WALNUT GROVE POLICE DEPARTMENT,WALNUT GROVE,MS
4987,VERONA POLICE DEPARTMENT,VERONA,MS
4988,NEW PHILADELPHIA POLICE DEPARTMENT,NEW PHILADELPHIA,PA
4989,CLARION UNIVERSITY POLICE,CLARION,PA
4990,COLEBROOKDALE  ,BOYERTOWN,PA
4991,BELLEFONTE POLICE DEPARTMENT,BELLEFONTE,PA
4992,EMPORIUM BOROUGH POLICE DEPARTMENT,EMPORIUM,PA
4993,CARLSBAD POLICE DEPARTMENT,CARLSBAD,NM
4994,RUIDOSO DOWNS POLICE DEPARTMENT,RUIDOSO DOWNS,NM
4995,LOVING POLICE DEPARTMENT,LOVING,NM
4996,CLAYTON POLICE DEPARTMENT,CLAYTON,NM
4997,LOS LUNAS POLICE DEPARTMENT,LOS LUNAS,NM
4998,CAPITAN POLICE DEPARTMENT,CAPITAN,NM
4999,RIO RANCHO DEPARTMENT OF PUBLIC SAFETY,RIO RANCHO,NM
5000,HURLEY POLICE DEPARTMENT,HURLEY,NM
5001,RUIDOSO POLICE DEPARTMENT,RUIDOSO,NM
5002,ALBUQUERQUE POLICE DEPARTMENT,ALBUQUERQUE,NM
5003,LOS ALAMOS POLICE DEPARTMENT,LOS ALAMOS,NM
5004,SANDIA PUEBLO TRIBAL POLICE DEPT.,BERNALILLO,NM
5005,MEXIA POLICE DEPARTMENT,MEXIA,TX
5006,MANOR POLICE DEPARTMENT,MANOR,TX
5007,OVILLA POLICE DEPARTMENT,OVILLA,TX
5008,CLIFTON POLICE DEPARTMENT,CLIFTON,TX
5009,LORENZO POLICE DEPARTMENT,LORENZO,TX
5010,ROCHESTER POLICE DEPARTMENT,ROCHESTER,TX
5011,QUEEN CITY POLICE DEPARTMENT,QUEEN CITY,TX
5012,COLEMAN POLICE DEPARTMENT,COLEMAN,TX
5013,PORT ISABEL POLICE DEPARTMENT,PORT ISABEL,TX
5014,ANNA POLICE DEPARTMENT,ANNA,TX
5015,SANTA ROSA POLICE DEPARTMENT,SANTA ROSA,TX
5016,PRIMERA POLICE DEPARTMENT,HARLINGEN,TX
5017,TRINIDAD POLICE DEPARTMENT,TRINIDAD,TX
5018,LA FERIA POLICE DEPARTMENT,LA FERIA,TX
5019,NEW BRAUNFELS POLICE DEPARTMENT,NEW BRAUNFELS,TX
5020,COVINGTON POLICE DEPARTMENT,COVINGTON,TX
5021,HUBBARD POLICE DEPARTMENT,HUBBARD,TX
5022,SOMERSET POLICE DEPARTMENT,SOMERSET,TX
5023,CLUTE POLICE DEPARTMENT,CLUTE,TX
5024,ALVIN POLICE DEPARTMENT,ALVIN,TX
5025,BURTON POLICE DEPARTMENT,BURTON,TX
5026,KIRBY POLICE DEPARTMENT,KIRBY,TX
5027,FLOWER MOUND POLICE DEPARTMENT,FLOWER MOUND,TX
5028,COLLEYVILLE POLICE DEPARTMENT,COLLEYVILLE,TX
5029,LAKE JACKSON POLICE DEPARTMENT,LAKE JACKSON,TX
5030,COPPELL POLICE DEPARTMENT,COPPELL,TX
5031,WESTOVER HILLS POLICE DEPARTMENT,FORT WORTH,TX
5032,LITTLE ELM POLICE DEPARTMENT,LITTLE ELM,TX
5033,HILL COUNTRY VILLAGE POLICE DEPARTMENT,HILL COUNTRY VILLAGE,TX
5034,UNIVERSAL CITY POLICE DEPARTMENT,UNIVERSAL CITY,TX
5035,MESQUITE POLICE DEPARTMENT,MESQUITE,TX
5036,PROSPER POLICE DEPARTMENT,PROSPER,TX
5037,BELTON POLICE DEPARTMENT,BELTON,TX
5038,PORT NECHES POLICE DEPARTMENT,PORT NECHES,TX
5039,JACKSONVILLE POLICE DEPARTMENT,JACKSONVILLE,TX
5040,KEMPNER POLICE DEPARTMENT,KEMPNER,TX
5041,THRALL POLICE DEPARTMENT,THRALL,TX
5042,WOODVILLE POLICE DEPARTMENT,WOODVILLE,TX
5043,EAST MOUNTAIN POLICE DEPARTMENT,GILMER,TX
5044,SAGINAW POLICE DEPARTMENT,SAGINAW,TX
5045,VAN POLICE DEPARTMENT,VAN,TX
5046,BURNET POLICE DEPARTMENT,BURNET,TX
5047,ROUND ROCK POLICE DEPARTMENT,ROUND ROCK,TX
5048,WINFIELD POLICE DEPARTMENT,WINFIELD,TX
5049,WILLS POINT POLICE DEPARTMENT,WILLS POINT,TX
5050,OMAHA POLICE DEPARTMENT,OMAHA,TX
5051,ROPESVILLE POLICE DEPARTMENT,ROPESVILLE,TX
5052,ELSA POLICE DEPARTMENT,ELSA,TX
5053,TRENTON POLICE DEPARTMENT,TRENTON,TX
5054,DONNA POLICE DEPARTMENT,DONNA,TX
5055,DENVER CITY POLICE DEPARTMENT,DENVER CITY,TX
5056,LA VILLA POLICE DEPARTMENT,LA VILLA,TX
5057,WINNSBORO POLICE DEPARTMENT,WINNSBORO,TX
5058,MANVEL POLICE DEPARTMENT,MANVEL,TX
5059,LOTT POLICE DEPARTMENT,LOTT,TX
5060,WHITE OAK POLICE DEPARTMENT,WHITE OAK,TX
5061,CIBOLO POLICE DEPARTMENT,CIBOLO,TX
5062,CELESTE POLICE DEPARTMENT,CELESTE,TX
5063,LUMBERTON POLICE DEPARTMENT,LUMBERTON,TX
5064,STINNETT POLICE DEPARTMENT,STINNETT,TX
5065,FRITCH POLICE DEPARTMENT,FRITCH,TX
5066,STANTON POLICE DEPARTMENT,STANTON,TX
5067,COPIAH COUNTY SHERIFFS DEPARTMENT  ,HAZLEHURST,MS
5068,JASPER COUNTY SHERIFFS OFFICE  ,BAY SPRINGS,MS
5069,BOROUGH OF LANESBORO POLICE DEPARTMENT,SUSQUEHANNA,PA
5070,SPRINGDALE TOWNSHIP POLICE DEPARTMENT,HARWICK,PA
5071,MUNHALL POLICE DEPARTMENT,MUNHALL,PA
5072,GILPIN TOWNSHIP POLICE DEPARTMENT,LEECHBURG,PA
5073,IOWA STATE PATROL  ,CEDAR FALLS,IA
5074,DOYLESTOWN TOWNSHIP POLICE DEPARTMENT,DOYLESTOWN,PA
5075,ROARING SPRINGS POLICE DEPARTMENT,ROARING SPRING,PA
5076,TYRONE BOROUGH POLICE DEPARTMENT,TYRONE,PA
5077,REDSTONE TOWNSHIP POLICE DEPARTMENT,GRINDSTONE,PA
5078,HEIDELBERG TOWNSHIP POLICE DEPARTMENT,ROBESONIA,PA
5079,CATASAUQUA POLICE DEPARTMENT,CATASAUQUA,PA
5080,MCKEES ROCKS POLICE DEPARTMENT,MCKEES ROCKS,PA
5081,EDDYSTONE BOROUGH POLICE DEPARTMENT,EDDYSTONE,PA
5082,NEWPORT BOROUGH POLICE DEPARTMENT,NEWPORT,PA
5083,BRIDGEPORT POLICE DEPARTMENT,BRIDGEPORT,PA
5084,CITY OF CLAIRTON POLICE DEPARTMENT,JEFFERSON HILLS,PA
5085,EDGEWORTH BOROUGH POLICE DEPARTMENT,SEWICKLEY,PA
5086,BUTLER TOWNSHIP POLICE DEPARTMENT,ASHLAND,PA
5087,LOCK HAVEN CITY POLICE DEPARTMENT,LOCK HAVEN,PA
5088,COLLINGDALE BOROUGH POLICE DEPARTMENT,COLLINGDALE,PA
5089,PYMATUNING TOWNSHIP POLICE DEPARTMENT,TRANSFER,PA
5090,GRANVILLE TOWNSHIP POLICE DEPARTMENT,LEWISTOWN,PA
5091,TAMAQUA POLICE DEPARTMENT,TAMAQUA,PA
5092,MAIN TOWNSHIP POLICE DEPARTMENT,BLOOMSBURG,PA
5093,SHAMOKIN DAM BOROUGH POLICE DEPARTMENT,SHAMOKIN DAM,PA
5094,OAKDALE BOROUGH POLICE DEPARTMENT,OAKDALE,PA
5095,ROBESON TOWNSHIP POLICE DEPARTMENT,BIRDSBORO,PA
5096,BERN TOWNSHIP POLICE DEPARTMENT,READING,PA
5097,BADEN BOROUGH POLICE DEPARTMENT,BADEN,PA
5098,BEDFORD POLICE DEPARTMENT,BEDFORD,PA
5099,PERKASIE BOROUGH POLICE DEPARTMENT,PERKASIE,PA
5100,FLEETWOOD POLICE DEPARTMENT,FLEETWOOD,PA
5101,LEHIGHTON BOROUGH POLICE DEPARTMENT,LEHIGHTON,PA
5102,MANOR BOROUGH POLICE DEPARTMENT,MANOR,PA
5103,JERMYN BOROUGH POLICE DEPARTMENT,JERMYN,PA
5104,MUNDAY POLICE DEPARTMENT,MUNDAY,TX
5105,EAGLE PASS POLICE DEPARTMENT,EAGLE PASS,TX
5106,JAMAICA BEACH POLICE DEPARTMENT,JAMAICA BEACH,TX
5107,BAYOU VISTA POLICE DEPARTMENT,BAYOU VISTA,TX
5108,BAY CITY POLICE DEPARTMENT,BAY CITY,TX
5109,SHALLOWATER POLICE DEPARTMENT,SHALLOWATER,TX
5110,CAMERON POLICE DEPARTMENT,CAMERON,TX
5111,HONDO POLICE DEPARTMENT,HONDO,TX
5112,DEVINE POLICE DEPARTMENT,DEVINE,TX
5113,GRANDVIEW POLICE DEPARTMENT,GRANDVIEW,TX
5114,FRIONA POLICE DEPARTMENT,FRIONA,TX
5115,GREGORY POLICE DEPARTMENT,GREGORY,TX
5116,ROCKWALL POLICE DEPARTMENT,ROCKWALL,TX
5117,PINEHURST POLICE DEPARTMENT,ORANGE,TX
5118,TOMBALL POLICE DEPARTMENT,TOMBALL,TX
5119,PANORAMA VILLAGE POLICE DEPARTMENT,PANORAMA,TX
5120,ARP POLICE DEPARTMENT,ARP,TX
5121,WINONA POLICE DEPARTMENT,WINONA,TX
5122,EDNA POLICE DEPARTMENT,EDNA,TX
5123,PALMHURST POLICE DEPARTMENT,PALMHURST,TX
5124,BROWNWOOD POLICE DEPARTMENT,BROWNWOOD,TX
5125,DIMMITT POLICE DEPARTMENT,DIMMITT,TX
5126,LINDSAY POLICE DEPARTMENT,LINDSAY,TX
5127,MARTINDALE POLICE DEPARTMENT,MARTINDALE,TX
5128,PADUCAH POLICE DEPARTMENT,PADUCAH,TX
5129,CHESTERFIELD COUNTY SHERIFFS OFFICE,CHESTERFIELD,SC
5130,HAMPTON COUNTY SHERIFFS OFFICE,VARNVILLE,SC
5131,WEST VIEW BOROUGH POLICE DEPARTMENT,PITTSBURGH,PA
5132,SOUTHWEST GREENSBURG POLICE,GREENSBURG,PA
5133,NEWTON TOWNSHIP POLICE DEPARTMENT,CLARKS SUMMIT,PA
5134,PLEASANT HILLS BOROUGH POLICE DEPARTMENT,PITTSBURGH,PA
5135,WEST HOMESTEAD BOROUGH POLICE DEPARTMENT,WEST HOMESTEAD,PA
